epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
125,107596,1.66636,2.07342,0.77799,0.93459,0.49232,0.04037,0.13037,0.0745,0.48291,0.04003,0.12936,0.07082,1.61096,1.86707,0.80113,0.91982,0.0007724,0.0007724,0.0007724
126,108423,1.66559,2.08918,0.77378,0.92202,0.53994,0.04748,0.13019,0.07285,0.44198,0.0454,0.12467,0.05565,1.7829,1.97162,0.8511,0.93829,0.0007625,0.0007625,0.0007625
127,109427,1.6263,2.02862,0.7689,0.92404,0.50169,0.03985,0.12849,0.07294,0.44614,0.03847,0.12414,0.05814,1.69065,1.93543,0.81058,0.92683,0.0007526,0.0007526,0.0007526
128,110412,1.62945,2.02592,0.75889,0.93131,0.65989,0.03864,0.12947,0.07261,0.65397,0.03829,0.12868,0.06754,1.64053,1.87848,0.80653,0.92417,0.0007427,0.0007427,0.0007427
129,111383,1.64444,2.05974,0.75989,0.92845,0.56711,0.03916,0.13083,0.07637,0.56985,0.03864,0.12613,0.06701,1.65341,1.92218,0.77625,0.92429,0.0007328,0.0007328,0.0007328
130,112496,1.65098,2.0476,0.76708,0.93994,0.58389,0.03864,0.12825,0.07547,0.57586,0.0376,0.12368,0.06315,1.65102,1.89076,0.76747,0.92398,0.0007229,0.0007229,0.0007229
131,113596,1.64517,2.06201,0.76227,0.92719,0.64335,0.02894,0.12317,0.07106,0.64998,0.02911,0.12398,0.06854,1.59083,1.85976,0.77088,0.915,0.000713,0.000713,0.000713
132,114519,1.65008,2.0736,0.76536,0.92644,0.56493,0.03015,0.12583,0.07514,0.58244,0.03015,0.12498,0.06809,1.63982,1.88047,0.77269,0.9209,0.0007031,0.0007031,0.0007031
133,115525,1.6422,2.05232,0.76114,0.93154,0.53659,0.03951,0.12837,0.07377,0.54046,0.03881,0.12551,0.06737,1.59838,1.8761,0.76687,0.9168,0.0006932,0.0006932,0.0006932
134,116612,1.65326,2.04427,0.76946,0.93037,0.61732,0.05389,0.15083,0.09012,0.62129,0.05372,0.14912,0.07361,1.60913,1.85366,0.77104,0.91665,0.0006833,0.0006833,0.0006833
135,117657,1.62033,2.02096,0.75692,0.92741,0.52452,0.03015,0.12564,0.07297,0.53103,0.02998,0.1229,0.07103,1.61801,1.90004,0.77758,0.91922,0.0006734,0.0006734,0.0006734
136,118851,1.63293,2.03648,0.762,0.93502,0.64312,0.04869,0.13672,0.07808,0.58563,0.04661,0.12908,0.06685,1.61469,1.86259,0.77727,0.91719,0.0006635,0.0006635,0.0006635
137,119872,1.60953,2.01015,0.75037,0.92112,0.58988,0.03968,0.13043,0.07578,0.58362,0.03899,0.12735,0.06773,1.61559,1.86784,0.76474,0.91847,0.0006536,0.0006536,0.0006536
138,120941,1.61895,2.04874,0.74531,0.92729,0.58247,0.03084,0.12877,0.07578,0.57876,0.03015,0.12487,0.06781,1.6174,1.89094,0.76636,0.91932,0.0006437,0.0006437,0.0006437
139,122029,1.59742,1.9958,0.74318,0.92019,0.56309,0.03032,0.12772,0.07079,0.5709,0.03067,0.12688,0.06989,1.60037,1.86936,0.77427,0.91929,0.0006338,0.0006338,0.0006338
140,123056,1.63749,2.03204,0.75332,0.92727,0.48393,0.04783,0.13016,0.07786,0.46337,0.04609,0.12735,0.06195,1.6756,1.92952,0.81801,0.92956,0.0006239,0.0006239,0.0006239
141,124092,1.62852,2.02841,0.75406,0.92669,0.61496,0.04817,0.13376,0.07321,0.6039,0.04731,0.13041,0.07114,1.62999,1.88071,0.77507,0.92273,0.000614,0.000614,0.000614
142,125239,1.62378,1.9926,0.74913,0.93695,0.58754,0.03968,0.13058,0.07517,0.57405,0.03847,0.12285,0.06788,1.62673,1.86962,0.77548,0.92178,0.0006041,0.0006041,0.0006041
143,126327,1.65037,2.07644,0.76063,0.92664,0.32948,0.03032,0.11905,0.06965,0.3163,0.02911,0.11368,0.05295,1.76638,2.03795,0.8881,0.94161,0.0005942,0.0005942,0.0005942
144,127303,1.61977,2.04406,0.74757,0.9224,0.67565,0.03916,0.13207,0.07869,0.65774,0.0383,0.12799,0.06909,1.61375,1.86762,0.77107,0.91794,0.0005843,0.0005843,0.0005843
145,128221,1.65741,2.06696,0.75936,0.94233,0.60013,0.03933,0.1321,0.07507,0.56917,0.03778,0.12191,0.06692,1.61275,1.88739,0.77421,0.91821,0.0005744,0.0005744,0.0005744
146,129354,1.62166,2.0336,0.75398,0.92231,0.56558,0.03068,0.12581,0.0751,0.55281,0.02999,0.12271,0.067,1.64686,1.88434,0.77641,0.92239,0.0005645,0.0005645,0.0005645
147,130217,1.59709,2.00511,0.74115,0.92588,0.58068,0.03084,0.12792,0.07424,0.57415,0.0305,0.12637,0.06632,1.67185,1.90824,0.77771,0.92374,0.0005546,0.0005546,0.0005546
148,131273,1.614,2.02493,0.74115,0.92844,0.75094,0.05285,0.1497,0.08648,0.6016,0.05198,0.14678,0.07401,1.59752,1.85136,0.76067,0.91561,0.0005447,0.0005447,0.0005447
149,132374,1.60874,2.01549,0.75208,0.92565,0.59114,0.05666,0.13808,0.07909,0.57328,0.0551,0.13539,0.07055,1.61002,1.88532,0.77359,0.9198,0.0005348,0.0005348,0.0005348
150,133604,1.61386,2.03083,0.75042,0.92471,0.56135,0.03119,0.12871,0.07362,0.56467,0.0305,0.12352,0.0654,1.61607,1.88921,0.762,0.91966,0.0005249,0.0005249,0.0005249
151,134554,1.62479,2.03147,0.74403,0.92285,0.62678,0.03951,0.13093,0.07839,0.59759,0.03829,0.12783,0.06747,1.66025,1.91308,0.76277,0.92373,0.000515,0.000515,0.000515
152,135497,1.6116,2.00192,0.74509,0.92993,0.58333,0.03881,0.12843,0.07396,0.58677,0.03829,0.12393,0.06933,1.60014,1.87408,0.7682,0.91648,0.0005051,0.0005051,0.0005051
153,136603,1.6092,2.0108,0.74217,0.92351,0.64322,0.05404,0.15049,0.0827,0.6505,0.05372,0.14949,0.08556,1.59563,1.86244,0.76148,0.91512,0.0004952,0.0004952,0.0004952
154,137557,1.58144,1.97123,0.73699,0.91931,0.59242,0.03916,0.12884,0.0711,0.55326,0.03795,0.12237,0.06007,1.63331,1.90243,0.76894,0.91798,0.0004853,0.0004853,0.0004853
155,138623,1.5919,1.99076,0.73496,0.92255,0.58337,0.0305,0.12636,0.06783,0.58006,0.03032,0.12582,0.06826,1.62965,1.87376,0.77272,0.92015,0.0004754,0.0004754,0.0004754
156,139644,1.61259,1.999,0.7406,0.92252,0.57871,0.03067,0.1248,0.07315,0.57004,0.03032,0.12373,0.06692,1.6574,1.88256,0.76869,0.92441,0.0004655,0.0004655,0.0004655
157,140642,1.58979,1.97975,0.72823,0.91805,0.59628,0.02963,0.12302,0.07005,0.61369,0.02963,0.12247,0.06718,1.59168,1.86568,0.75401,0.91442,0.0004556,0.0004556,0.0004556
158,141490,1.59854,1.96621,0.72957,0.92358,0.66787,0.04731,0.13212,0.07995,0.64215,0.04557,0.12951,0.06851,1.62765,1.88527,0.76182,0.91895,0.0004457,0.0004457,0.0004457
159,142611,1.60705,1.98747,0.73736,0.92605,0.642,0.05268,0.15046,0.08527,0.6209,0.05112,0.14464,0.06964,1.61558,1.89452,0.76483,0.91769,0.0004358,0.0004358,0.0004358
160,143710,1.58383,1.97416,0.72457,0.91795,0.65075,0.06296,0.15679,0.08964,0.65598,0.06134,0.15263,0.08335,1.60381,1.86211,0.76435,0.91607,0.0004259,0.0004259,0.0004259
161,144621,1.56779,1.95937,0.72262,0.91358,0.5771,0.04055,0.13219,0.07242,0.57799,0.04037,0.13117,0.07254,1.61958,1.89034,0.76408,0.91943,0.000416,0.000416,0.000416
162,145727,1.59059,1.97444,0.72967,0.92547,0.50714,0.03084,0.12748,0.07318,0.51663,0.03015,0.12177,0.06304,1.636,1.92223,0.77876,0.92061,0.0004061,0.0004061,0.0004061
163,146588,1.56998,1.9459,0.72211,0.91701,0.61544,0.03933,0.12851,0.07251,0.62004,0.03916,0.12721,0.07042,1.60121,1.86702,0.76266,0.91751,0.0003962,0.0003962,0.0003962
164,147581,1.58383,1.96314,0.72259,0.92261,0.55432,0.03067,0.12734,0.07244,0.54492,0.03029,0.12313,0.0662,1.61613,1.87888,0.76006,0.91631,0.0003863,0.0003863,0.0003863
165,148773,1.58297,1.95248,0.72272,0.92116,0.57014,0.03084,0.12711,0.07285,0.56931,0.03015,0.12196,0.0684,1.59792,1.87394,0.75044,0.91493,0.0003764,0.0003764,0.0003764
166,149844,1.56395,1.94132,0.72317,0.91779,0.57361,0.04055,0.13377,0.07737,0.56247,0.03916,0.12715,0.06847,1.61114,1.85704,0.75021,0.91606,0.0003665,0.0003665,0.0003665
167,150938,1.56178,1.9318,0.71206,0.91454,0.63062,0.06411,0.15624,0.08902,0.63013,0.06203,0.15195,0.07538,1.58951,1.85882,0.74977,0.9136,0.0003566,0.0003566,0.0003566
168,151904,1.54514,1.92543,0.7152,0.91604,0.60471,0.05198,0.14722,0.08324,0.57544,0.05094,0.14349,0.069,1.62374,1.91009,0.77847,0.91886,0.0003467,0.0003467,0.0003467
169,152968,1.56247,1.93694,0.72506,0.91011,0.62364,0.03067,0.12789,0.0722,0.61307,0.03015,0.12455,0.0708,1.60447,1.8785,0.74855,0.91615,0.0003368,0.0003368,0.0003368
170,154018,1.57372,1.95817,0.73303,0.9173,0.62257,0.03968,0.13075,0.07843,0.65502,0.03881,0.12702,0.07068,1.60645,1.86807,0.74812,0.91662,0.0003269,0.0003269,0.0003269
171,155005,1.57246,1.96062,0.72341,0.92487,0.56912,0.03067,0.12624,0.07134,0.55305,0.0298,0.12179,0.06674,1.61051,1.89249,0.76971,0.91692,0.000317,0.000317,0.000317
172,156051,1.57626,1.96063,0.72975,0.91901,0.53001,0.05337,0.13146,0.07404,0.51624,0.05198,0.12775,0.06268,1.63021,1.89641,0.77248,0.91813,0.0003071,0.0003071,0.0003071
173,157004,1.54149,1.93541,0.71927,0.90605,0.60144,0.06307,0.15389,0.08872,0.58776,0.06169,0.15086,0.07607,1.59167,1.88057,0.76731,0.91493,0.0002972,0.0002972,0.0002972
174,158057,1.57583,1.96859,0.72055,0.90828,0.61461,0.03032,0.12445,0.06759,0.62125,0.03084,0.12674,0.06825,1.60774,1.86664,0.75695,0.9151,0.0002873,0.0002873,0.0002873
175,159172,1.56798,1.93826,0.72119,0.91976,0.61701,0.04869,0.13569,0.07845,0.61745,0.04765,0.13031,0.07365,1.60161,1.88106,0.75876,0.9153,0.0002774,0.0002774,0.0002774
176,160174,1.54768,1.93496,0.71687,0.90662,0.60675,0.04765,0.13341,0.07954,0.59804,0.04661,0.12737,0.06537,1.61766,1.89977,0.76425,0.91773,0.0002675,0.0002675,0.0002675
177,161120,1.5798,1.95344,0.72284,0.92433,0.64649,0.03985,0.13062,0.07507,0.62225,0.03864,0.12201,0.06604,1.62407,1.89583,0.76683,0.91817,0.0002576,0.0002576,0.0002576
178,162184,1.56698,1.95992,0.71431,0.91357,0.59889,0.04835,0.13515,0.07445,0.5924,0.048,0.13295,0.07257,1.60494,1.85919,0.76131,0.91597,0.0002477,0.0002477,0.0002477
179,163222,1.51738,1.90228,0.69656,0.91572,0.62718,0.03985,0.13156,0.07571,0.61701,0.03916,0.12713,0.06909,1.5999,1.87976,0.75539,0.91499,0.0002378,0.0002378,0.0002378
180,164212,1.55012,1.91702,0.70958,0.91842,0.58207,0.07156,0.15793,0.09044,0.57569,0.06966,0.15459,0.08119,1.63058,1.91468,0.76457,0.91989,0.0002279,0.0002279,0.0002279
181,165220,1.58311,1.96544,0.73324,0.91246,0.61426,0.04938,0.13664,0.07477,0.62178,0.04973,0.13876,0.07861,1.59081,1.84872,0.75176,0.91354,0.000218,0.000218,0.000218
182,166220,1.55368,1.93211,0.71392,0.91019,0.63908,0.07832,0.17195,0.0995,0.66161,0.07746,0.16784,0.08742,1.58313,1.86006,0.75061,0.91205,0.0002081,0.0002081,0.0002081
183,167374,1.52655,1.91066,0.70147,0.91229,0.6164,0.0726,0.16024,0.09297,0.59999,0.07147,0.15746,0.07631,1.60129,1.87053,0.74579,0.91508,0.0001982,0.0001982,0.0001982
184,168439,1.55074,1.92026,0.71438,0.91849,0.64848,0.02998,0.12995,0.07226,0.64541,0.02963,0.12686,0.07449,1.59146,1.87003,0.74879,0.91406,0.0001883,0.0001883,0.0001883
185,169431,1.53625,1.90319,0.70607,0.91076,0.65193,0.0305,0.1284,0.07039,0.64866,0.03015,0.12564,0.07099,1.59497,1.87131,0.74938,0.91414,0.0001784,0.0001784,0.0001784
186,170266,1.55342,1.93515,0.71818,0.91946,0.70577,0.07711,0.17072,0.09585,0.69797,0.07659,0.16779,0.08963,1.58632,1.87287,0.75622,0.91405,0.0001685,0.0001685,0.0001685
187,171186,1.5437,1.92683,0.70408,0.91412,0.60072,0.05181,0.13382,0.07381,0.58822,0.05112,0.13176,0.06798,1.60219,1.87687,0.74758,0.91641,0.0001586,0.0001586,0.0001586
188,172156,1.52862,1.86375,0.70668,0.91083,0.6448,0.06463,0.15749,0.09073,0.62337,0.06342,0.15468,0.08471,1.62702,1.89806,0.75105,0.91926,0.0001487,0.0001487,0.0001487
189,173231,1.54278,1.9256,0.70823,0.91358,0.6839,0.0778,0.17349,0.09924,0.69907,0.0759,0.16738,0.08937,1.606,1.89268,0.75374,0.91621,0.0001388,0.0001388,0.0001388
190,174277,1.54142,1.89762,0.70152,0.91884,0.624,0.05736,0.13975,0.07871,0.60439,0.05614,0.13576,0.0746,1.60075,1.89958,0.76109,0.91569,0.0001289,0.0001289,0.0001289
191,175931,1.55991,1.9231,0.74724,0.92846,0.61643,0.03829,0.12685,0.06841,0.60491,0.03743,0.12212,0.06342,1.62207,1.93193,0.76937,0.91856,0.000119,0.000119,0.000119
192,177529,1.55957,1.91143,0.73355,0.93747,0.64771,0.02998,0.12428,0.06818,0.64022,0.02963,0.12273,0.06709,1.60382,1.89352,0.75218,0.91675,0.0001091,0.0001091,0.0001091
193,179160,1.54472,1.87948,0.71196,0.93328,0.65814,0.03829,0.12662,0.07137,0.6492,0.03778,0.12314,0.06926,1.59952,1.8794,0.74906,0.91793,9.92e-05,9.92e-05,9.92e-05
194,180788,1.51736,1.84625,0.70197,0.92705,0.6395,0.03032,0.12785,0.06999,0.66672,0.03015,0.12614,0.06983,1.59443,1.87355,0.74748,0.91687,8.93e-05,8.93e-05,8.93e-05
195,182380,1.52603,1.86408,0.70265,0.92225,0.70415,0.05389,0.15156,0.08695,0.67373,0.05181,0.14655,0.07508,1.59487,1.88155,0.74813,0.91651,7.94e-05,7.94e-05,7.94e-05
196,183933,1.50223,1.84643,0.70404,0.92586,0.59758,0.05562,0.13901,0.07787,0.58632,0.05493,0.13754,0.07437,1.59503,1.89089,0.75325,0.91667,6.95e-05,6.95e-05,6.95e-05
197,185416,1.52753,1.87009,0.70694,0.93546,0.63263,0.048,0.1349,0.07764,0.62635,0.04696,0.13054,0.07187,1.59565,1.90153,0.75759,0.91548,5.96e-05,5.96e-05,5.96e-05
198,186893,1.49503,1.84129,0.69234,0.92225,0.65337,0.04817,0.13575,0.0782,0.63692,0.04696,0.12967,0.0701,1.60612,1.9151,0.75769,0.91643,4.97e-05,4.97e-05,4.97e-05
199,188365,1.51582,1.84425,0.69993,0.92889,0.66999,0.10293,0.18646,0.10307,0.61915,0.09964,0.18046,0.08819,1.60418,1.90749,0.75469,0.91618,3.98e-05,3.98e-05,3.98e-05
200,189911,1.48785,1.835,0.69536,0.9188,0.66713,0.06238,0.15546,0.08722,0.65701,0.06174,0.15306,0.08508,1.60057,1.89403,0.75279,0.91628,2.99e-05,2.99e-05,2.99e-05
