epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
128,7354.57,1.58304,2.01495,0.72092,0.92525,0.76474,0.73523,0.73927,0.33564,0.72106,0.68519,0.67637,0.24633,1.85363,2.15543,1.08063,0.96948,0.0007427,0.0007427,0.0007427
129,7409.84,1.62465,2.05745,0.75113,0.9274,0.65102,0.70717,0.65628,0.27925,0.60684,0.64796,0.58233,0.19273,2.03163,2.24157,1.25052,0.99573,0.0007328,0.0007328,0.0007328
130,7466.73,1.61682,2.06263,0.7436,0.92514,0.70051,0.71896,0.69211,0.2608,0.6175,0.64804,0.57624,0.17275,2.07934,2.33059,1.26086,1.01148,0.0007229,0.0007229,0.0007229
131,7519.89,1.60788,2.04604,0.7405,0.92776,0.71203,0.7226,0.70537,0.26303,0.64377,0.62386,0.58235,0.16969,2.16761,2.37985,1.1861,1.0246,0.000713,0.000713,0.000713
132,7576.13,1.63695,2.05692,0.75297,0.92794,0.76484,0.74699,0.74377,0.35442,0.72969,0.70996,0.70086,0.24928,1.8545,2.12134,1.0518,0.97188,0.0007031,0.0007031,0.0007031
133,7633.09,1.60987,2.0285,0.74438,0.92573,0.81728,0.74787,0.77845,0.39578,0.79894,0.72396,0.75275,0.30923,1.73355,2.00576,0.9673,0.95191,0.0006932,0.0006932,0.0006932
134,7692.97,1.60261,2.03421,0.734,0.92483,0.75252,0.7223,0.73471,0.36995,0.73773,0.7032,0.70511,0.28717,1.80348,2.05047,1.02556,0.96408,0.0006833,0.0006833,0.0006833
135,7749.63,1.6073,2.03368,0.74185,0.92124,0.6438,0.68674,0.64682,0.31405,0.62916,0.65501,0.61229,0.2351,1.99511,2.19567,1.17655,0.99236,0.0006734,0.0006734,0.0006734
136,7806.79,1.58238,2.00719,0.72929,0.92201,0.77446,0.75639,0.76745,0.39136,0.76402,0.72594,0.74152,0.30108,1.8043,2.02113,0.98384,0.96163,0.0006635,0.0006635,0.0006635
137,7867.71,1.59084,2.00802,0.73182,0.9145,0.61773,0.69262,0.6024,0.27118,0.58909,0.64678,0.55039,0.19015,2.14547,2.31118,1.2099,1.02102,0.0006536,0.0006536,0.0006536
138,7925.99,1.61513,2.02521,0.73779,0.92929,0.8169,0.75404,0.77484,0.37198,0.80438,0.73758,0.76201,0.34205,1.81627,2.0612,0.9952,0.96291,0.0006437,0.0006437,0.0006437
139,7990.27,1.60222,1.99367,0.73348,0.92711,0.63659,0.6908,0.63787,0.26508,0.58022,0.62033,0.53803,0.17271,2.14963,2.34401,1.24647,1.01839,0.0006338,0.0006338,0.0006338
140,8049.44,1.60522,2.00823,0.72964,0.9183,0.79096,0.7483,0.77235,0.38436,0.78477,0.72877,0.75495,0.31924,1.75846,2.03507,0.969,0.95271,0.0006239,0.0006239,0.0006239
141,8108.06,1.60565,2.03808,0.73679,0.92506,0.73386,0.76668,0.74581,0.37208,0.7217,0.72777,0.7156,0.28818,1.80475,2.05349,0.99875,0.96089,0.000614,0.000614,0.000614
142,8167.61,1.56647,1.97658,0.71785,0.91878,0.7137,0.76259,0.73738,0.36044,0.69227,0.73641,0.70668,0.28713,1.80242,2.08162,1.05026,0.96148,0.0006041,0.0006041,0.0006041
143,8228.81,1.60721,2.00788,0.73017,0.9165,0.71462,0.75056,0.73196,0.35783,0.69778,0.69968,0.68422,0.26051,1.8739,2.08158,1.06142,0.97394,0.0005942,0.0005942,0.0005942
144,8290.73,1.61486,2.02338,0.73316,0.92883,0.72907,0.74464,0.7425,0.3621,0.72167,0.72231,0.72089,0.30633,1.80284,2.08023,1.07408,0.96195,0.0005843,0.0005843,0.0005843
145,8349.64,1.61217,2.01842,0.73488,0.92606,0.73406,0.75434,0.75124,0.36555,0.71843,0.70879,0.70797,0.27545,1.877,2.10063,1.05007,0.97515,0.0005744,0.0005744,0.0005744
146,8409.21,1.59671,2.00569,0.7269,0.91286,0.76673,0.75437,0.75904,0.36136,0.73679,0.72201,0.71743,0.28168,1.78961,2.09925,1.00994,0.96041,0.0005645,0.0005645,0.0005645
147,8467.16,1.59542,1.99863,0.72466,0.92903,0.82421,0.74127,0.78554,0.37557,0.80386,0.7079,0.74854,0.29272,1.81419,2.08227,0.99006,0.96371,0.0005546,0.0005546,0.0005546
148,8525.69,1.57303,2.0014,0.72002,0.92701,0.6878,0.7322,0.68732,0.32973,0.6608,0.70203,0.64574,0.24938,1.89138,2.1067,1.14242,0.97435,0.0005447,0.0005447,0.0005447
149,8584.98,1.58279,1.98698,0.7224,0.91665,0.73657,0.72994,0.72554,0.35088,0.719,0.69351,0.68561,0.26521,1.85039,2.08251,1.03714,0.96625,0.0005348,0.0005348,0.0005348
150,8646.13,1.54577,1.97442,0.70794,0.91358,0.56925,0.64649,0.52061,0.23828,0.53794,0.61093,0.47139,0.17176,2.0882,2.30518,1.35435,1.00877,0.0005249,0.0005249,0.0005249
151,8705.25,1.57585,1.98917,0.72019,0.91443,0.78526,0.76403,0.77821,0.37727,0.77292,0.73406,0.74847,0.31799,1.79882,2.05787,0.96544,0.96045,0.000515,0.000515,0.000515
152,8765.81,1.59869,2.01503,0.7294,0.91906,0.78812,0.7561,0.77736,0.39006,0.76947,0.73171,0.74771,0.31301,1.76108,2.00179,0.98541,0.95378,0.0005051,0.0005051,0.0005051
153,8824.05,1.6108,2.03358,0.73915,0.92099,0.79503,0.75227,0.77458,0.38728,0.78253,0.72644,0.74584,0.3142,1.83219,2.00951,0.97214,0.96382,0.0004952,0.0004952,0.0004952
154,8882.74,1.57325,1.97077,0.71536,0.92148,0.753,0.74982,0.75546,0.38175,0.74468,0.7234,0.72819,0.30719,1.79965,2.02727,1.00663,0.95828,0.0004853,0.0004853,0.0004853
155,8941.04,1.58791,1.98857,0.7309,0.92181,0.78951,0.7539,0.77912,0.38656,0.76175,0.72142,0.73769,0.29032,1.77858,2.02696,0.99413,0.95785,0.0004754,0.0004754,0.0004754
156,8999.4,1.60469,2.02152,0.73045,0.92539,0.68603,0.71143,0.69164,0.33634,0.65786,0.67793,0.6436,0.25207,1.90371,2.14072,1.15515,0.97791,0.0004655,0.0004655,0.0004655
157,9059.4,1.58161,1.99084,0.73045,0.91933,0.77884,0.75287,0.76397,0.36864,0.76059,0.71819,0.72803,0.29842,1.83284,2.08911,1.00829,0.96547,0.0004556,0.0004556,0.0004556
158,9120.06,1.5712,1.97132,0.72566,0.92066,0.68891,0.73582,0.71104,0.34268,0.66665,0.70761,0.67526,0.26854,1.8512,2.11869,1.14093,0.9693,0.0004457,0.0004457,0.0004457
159,9178.44,1.58108,2.00423,0.72528,0.92581,0.77823,0.76208,0.77518,0.37158,0.75281,0.73297,0.73665,0.28815,1.85912,2.08729,0.98782,0.97096,0.0004358,0.0004358,0.0004358
160,9240.46,1.57314,1.9732,0.70998,0.91894,0.76294,0.732,0.74895,0.35929,0.73356,0.70115,0.70452,0.27221,1.87188,2.10535,1.00068,0.97325,0.0004259,0.0004259,0.0004259
161,9298.73,1.57937,1.98544,0.71179,0.92674,0.75669,0.75698,0.75593,0.36164,0.73075,0.71378,0.71321,0.27401,1.81432,2.09388,1.00543,0.9671,0.000416,0.000416,0.000416
162,9356.46,1.51559,1.90774,0.69468,0.91262,0.74693,0.74329,0.74597,0.35011,0.71236,0.69909,0.69222,0.26538,1.87325,2.12167,1.03977,0.97506,0.0004061,0.0004061,0.0004061
163,9418.37,1.57489,1.99341,0.71014,0.91247,0.72416,0.72965,0.72478,0.3445,0.69343,0.69657,0.67491,0.2486,1.92089,2.13279,1.04737,0.98084,0.0003962,0.0003962,0.0003962
164,9476.63,1.56123,1.99452,0.71346,0.91305,0.77483,0.7414,0.76143,0.36856,0.75,0.72789,0.73414,0.29846,1.80147,2.04107,1.0171,0.96172,0.0003863,0.0003863,0.0003863
165,9536.24,1.52595,1.92688,0.70656,0.91464,0.75615,0.76579,0.76289,0.38062,0.73697,0.7414,0.73156,0.29326,1.805,2.02246,0.99005,0.9612,0.0003764,0.0003764,0.0003764
166,9595.84,1.54797,1.93733,0.70198,0.91562,0.76223,0.7749,0.7754,0.38633,0.76512,0.73709,0.75095,0.3236,1.76445,2.03457,0.97396,0.95342,0.0003665,0.0003665,0.0003665
167,9654.18,1.56288,1.97386,0.71903,0.91706,0.74768,0.73523,0.74872,0.37273,0.72587,0.71378,0.71739,0.29583,1.7817,2.05416,1.02583,0.9587,0.0003566,0.0003566,0.0003566
168,9711.83,1.56934,1.9519,0.71297,0.92304,0.80096,0.7749,0.79303,0.40141,0.78074,0.75441,0.76904,0.33215,1.72815,2.01794,0.95055,0.94971,0.0003467,0.0003467,0.0003467
169,9782.71,1.54221,1.92597,0.70654,0.91105,0.75453,0.75874,0.76209,0.38256,0.7329,0.73699,0.72907,0.29299,1.86038,2.07067,0.99817,0.9693,0.0003368,0.0003368,0.0003368
170,9840.82,1.557,1.961,0.71126,0.91651,0.78316,0.77265,0.78259,0.39708,0.7702,0.74816,0.7582,0.31277,1.7808,2.00115,0.9586,0.9561,0.0003269,0.0003269,0.0003269
171,9900.36,1.57573,1.97577,0.71199,0.91612,0.72493,0.75355,0.7481,0.38133,0.71619,0.73494,0.72567,0.30761,1.74619,2.00328,1.05524,0.95055,0.000317,0.000317,0.000317
172,9956.54,1.56404,1.97184,0.71974,0.91892,0.76493,0.76932,0.77695,0.39202,0.74932,0.73519,0.74286,0.30313,1.79463,2.0339,0.98941,0.95905,0.0003071,0.0003071,0.0003071
173,10016.2,1.52158,1.90014,0.69699,0.90765,0.74622,0.74875,0.75453,0.38262,0.73247,0.72329,0.72749,0.30018,1.79245,2.08146,1.02376,0.95773,0.0002972,0.0002972,0.0002972
174,10077,1.54112,1.9318,0.70507,0.91242,0.72234,0.76109,0.74556,0.38188,0.72043,0.72393,0.7237,0.30176,1.77023,2.06967,1.04047,0.95451,0.0002873,0.0002873,0.0002873
175,10135.1,1.54349,1.94598,0.69981,0.90777,0.72099,0.7533,0.74437,0.37613,0.70925,0.72877,0.71624,0.29644,1.81658,2.07667,1.01264,0.96063,0.0002774,0.0002774,0.0002774
176,10196.1,1.52897,1.93446,0.70116,0.91023,0.71409,0.71496,0.72057,0.3585,0.70613,0.68421,0.68849,0.26793,1.85621,2.13905,1.11842,0.97171,0.0002675,0.0002675,0.0002675
177,10252.8,1.55073,1.94334,0.70912,0.91267,0.76257,0.76109,0.7667,0.38374,0.75,0.73376,0.74055,0.30653,1.76834,2.04302,1.0033,0.95773,0.0002576,0.0002576,0.0002576
178,10309.9,1.55022,1.95961,0.71121,0.91755,0.76885,0.77899,0.78183,0.39358,0.75191,0.74522,0.75072,0.31447,1.7353,2.01141,0.96697,0.95205,0.0002477,0.0002477,0.0002477
179,10372.9,1.52218,1.88919,0.69506,0.90921,0.72977,0.74836,0.74669,0.37714,0.71719,0.72495,0.71657,0.29145,1.81308,2.04266,1.03682,0.9628,0.0002378,0.0002378,0.0002378
180,10432.7,1.52636,1.92117,0.70141,0.90691,0.76134,0.77138,0.77314,0.38628,0.75716,0.7414,0.75084,0.30991,1.79765,2.0326,0.98003,0.95873,0.0002279,0.0002279,0.0002279
181,10490.6,1.5567,1.95131,0.70959,0.92153,0.73452,0.75962,0.75346,0.37787,0.72957,0.71985,0.72492,0.30039,1.7692,2.04651,1.00298,0.95498,0.000218,0.000218,0.000218
182,10548.7,1.52093,1.90461,0.69593,0.90811,0.81824,0.77387,0.80399,0.40711,0.79998,0.74816,0.77606,0.32954,1.74173,2.01563,0.94524,0.95098,0.0002081,0.0002081,0.0002081
183,10621.3,1.53499,1.91893,0.69781,0.91279,0.78386,0.76304,0.77771,0.39417,0.76686,0.73758,0.74794,0.30549,1.8026,2.04814,0.96117,0.96098,0.0001982,0.0001982,0.0001982
184,10683.2,1.51003,1.89071,0.69339,0.90355,0.78115,0.74258,0.759,0.37589,0.75756,0.71164,0.7212,0.27225,1.84901,2.0841,0.99159,0.96936,0.0001883,0.0001883,0.0001883
185,10741.2,1.54427,1.94184,0.70466,0.91225,0.79024,0.7799,0.78979,0.40091,0.77097,0.75228,0.76179,0.31343,1.73781,2.02231,0.93969,0.95114,0.0001784,0.0001784,0.0001784
186,10799.6,1.5158,1.88907,0.69341,0.90412,0.77014,0.77755,0.78423,0.39822,0.74971,0.74552,0.74713,0.30074,1.76631,2.01193,0.96535,0.95378,0.0001685,0.0001685,0.0001685
187,10858.7,1.55513,1.94627,0.70481,0.91547,0.78059,0.7705,0.78651,0.39822,0.75748,0.74758,0.75426,0.30765,1.76889,1.99981,0.96087,0.95511,0.0001586,0.0001586,0.0001586
188,10920.7,1.53135,1.9092,0.70233,0.90905,0.75571,0.75169,0.76046,0.38294,0.7348,0.7226,0.72588,0.29115,1.79733,2.01104,1.01955,0.96017,0.0001487,0.0001487,0.0001487
189,10978.3,1.53046,1.91297,0.70578,0.90771,0.76048,0.76491,0.77048,0.38766,0.73576,0.737,0.73473,0.29586,1.82149,2.03232,1.02089,0.96338,0.0001388,0.0001388,0.0001388
190,11042,1.53444,1.91961,0.70238,0.90789,0.74323,0.77784,0.76785,0.3854,0.73118,0.75293,0.74008,0.30698,1.78237,2.03524,1.00705,0.95709,0.0001289,0.0001289,0.0001289
191,11098.9,1.52467,1.89963,0.72185,0.92163,0.78978,0.78166,0.78934,0.39671,0.77286,0.76188,0.76668,0.32718,1.73417,2.00775,0.95358,0.94961,0.000119,0.000119,0.000119
192,11136.7,1.51889,1.91419,0.71134,0.92838,0.81157,0.78166,0.80099,0.40739,0.79295,0.76374,0.77478,0.32747,1.72214,2.01845,0.92494,0.94897,0.0001091,0.0001091,0.0001091
193,11175.7,1.50727,1.87788,0.68937,0.92877,0.80963,0.7846,0.80117,0.40736,0.79234,0.76785,0.77767,0.3383,1.70259,2.01334,0.93047,0.94576,9.92e-05,9.92e-05,9.92e-05
194,11221.6,1.51393,1.89809,0.6963,0.9282,0.80362,0.77872,0.79516,0.40042,0.78381,0.76579,0.77631,0.33935,1.71108,2.01104,0.94263,0.94709,8.93e-05,8.93e-05,8.93e-05
195,11259.8,1.53022,1.91284,0.70221,0.92802,0.74906,0.76753,0.76555,0.38276,0.74861,0.72805,0.73912,0.29855,1.76823,2.05313,0.9902,0.95735,7.94e-05,7.94e-05,7.94e-05
196,11298,1.51486,1.89138,0.69209,0.93397,0.75712,0.75757,0.76244,0.38004,0.73648,0.72789,0.72999,0.28859,1.79787,2.06569,1.00055,0.96356,6.95e-05,6.95e-05,6.95e-05
197,11337.9,1.5104,1.88366,0.6959,0.92768,0.77923,0.75669,0.77285,0.38895,0.75762,0.73116,0.74008,0.29738,1.78851,2.04151,0.99034,0.9615,5.96e-05,5.96e-05,5.96e-05
198,11375.6,1.50766,1.88608,0.69402,0.92515,0.77396,0.74993,0.76589,0.38716,0.75276,0.72559,0.73789,0.29864,1.80326,2.03668,1.00374,0.96273,4.97e-05,4.97e-05,4.97e-05
199,11414.3,1.49802,1.86512,0.69031,0.91886,0.76506,0.74734,0.76004,0.38448,0.74481,0.72377,0.73092,0.29745,1.80595,2.0403,1.00637,0.96278,3.98e-05,3.98e-05,3.98e-05
200,11450.2,1.48933,1.8514,0.6836,0.92364,0.76221,0.75433,0.76388,0.3882,0.74452,0.73303,0.73767,0.30487,1.78663,2.03754,0.99908,0.95983,2.99e-05,2.99e-05,2.99e-05
