epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
71,4065.87,1.67018,2.16664,0.77563,0.93368,0.79488,0.72652,0.75889,0.37687,0.7829,0.7121,0.73925,0.32676,1.75456,2.01096,1.01625,0.96021,0.000614,0.000614,0.000614
72,4135.01,1.65945,2.12736,0.76898,0.93521,0.73111,0.72548,0.73358,0.36566,0.70855,0.69498,0.69543,0.27241,1.88207,2.04045,1.09628,0.97752,0.0005942,0.0005942,0.0005942
73,4190.04,1.6504,2.10163,0.75238,0.93938,0.57336,0.62827,0.53605,0.25524,0.55338,0.60804,0.50642,0.19438,2.02974,2.30236,1.24563,1.00024,0.0005744,0.0005744,0.0005744
74,4246.85,1.68181,2.14315,0.7737,0.93784,0.80198,0.74728,0.77161,0.37973,0.77814,0.71966,0.73232,0.28655,1.79154,2.04501,0.98675,0.96293,0.0005546,0.0005546,0.0005546
75,4305.92,1.66157,2.10375,0.76631,0.93791,0.79904,0.73994,0.76659,0.37235,0.78225,0.72172,0.74269,0.30918,1.81522,2.06594,1.00006,0.96992,0.0005348,0.0005348,0.0005348
76,4362.67,1.71942,2.19734,0.80275,0.9435,0.74581,0.69665,0.70361,0.25516,0.67087,0.60682,0.59234,0.1719,2.27596,2.41226,1.16789,1.05389,0.000515,0.000515,0.000515
77,4418.05,1.67519,2.15063,0.77631,0.94019,0.74877,0.7322,0.73547,0.3266,0.69841,0.6653,0.65348,0.2198,2.01488,2.15788,1.08274,1.00284,0.0004952,0.0004952,0.0004952
78,4475.3,1.64417,2.12758,0.75989,0.9324,0.47496,0.65854,0.45248,0.21255,0.45168,0.61505,0.40909,0.14906,2.00777,2.31642,1.60302,1.00042,0.0004754,0.0004754,0.0004754
79,4532.32,1.66071,2.11872,0.76161,0.93655,0.65584,0.74029,0.70133,0.3503,0.6419,0.70761,0.67505,0.2731,1.79299,2.04432,1.12308,0.96316,0.0004556,0.0004556,0.0004556
80,4588.95,1.66982,2.14685,0.77272,0.94127,0.75164,0.7355,0.75052,0.3512,0.71657,0.69615,0.6942,0.26313,1.87744,2.09453,1.05586,0.9752,0.0004358,0.0004358,0.0004358
