epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
125,6339.41,1.54438,1.86154,0.71703,0.89939,0.89621,0.90535,0.94617,0.49069,0.86778,0.87222,0.90491,0.35667,1.56752,1.75514,0.73025,0.89936,0.0007724,0.0007724,0.0007724
126,6389.46,1.54667,1.82669,0.71779,0.89632,0.87447,0.9017,0.93344,0.47719,0.83347,0.84266,0.8672,0.3269,1.61599,1.77836,0.76226,0.90351,0.0007625,0.0007625,0.0007625
127,6439.33,1.52984,1.81484,0.70569,0.89329,0.88185,0.89758,0.93175,0.48267,0.84133,0.85326,0.87453,0.33839,1.60537,1.83302,0.74893,0.90648,0.0007526,0.0007526,0.0007526
128,6488.79,1.54241,1.81133,0.71856,0.90097,0.87611,0.87742,0.92224,0.4698,0.83339,0.82142,0.85997,0.33275,1.60922,1.8214,0.75968,0.90591,0.0007427,0.0007427,0.0007427
129,6538.75,1.53411,1.81211,0.71348,0.89294,0.88231,0.90189,0.9383,0.48352,0.85683,0.84323,0.88146,0.32997,1.60833,1.7851,0.74634,0.90291,0.0007328,0.0007328,0.0007328
130,6588.53,1.55886,1.83586,0.71293,0.89656,0.86865,0.88574,0.91735,0.45731,0.84346,0.84098,0.86713,0.31387,1.6774,1.82909,0.74525,0.91491,0.0007229,0.0007229,0.0007229
131,6637.22,1.52554,1.79551,0.70614,0.89406,0.89204,0.91073,0.94546,0.50822,0.87123,0.87282,0.90421,0.36265,1.56379,1.70424,0.71841,0.89635,0.000713,0.000713,0.000713
132,6687.34,1.5279,1.82022,0.70224,0.89423,0.8939,0.91798,0.94482,0.51206,0.86128,0.88043,0.89954,0.35518,1.5773,1.74768,0.72604,0.8984,0.0007031,0.0007031,0.0007031
133,6736.74,1.53627,1.82187,0.7048,0.89302,0.88517,0.92075,0.94458,0.51103,0.85671,0.88458,0.89998,0.36276,1.56619,1.74695,0.71465,0.8982,0.0006932,0.0006932,0.0006932
134,6786.97,1.53883,1.83311,0.7153,0.89614,0.89756,0.90969,0.94799,0.51346,0.85831,0.86209,0.89239,0.34763,1.58412,1.75834,0.73359,0.90066,0.0006833,0.0006833,0.0006833
135,6837.43,1.56301,1.84051,0.72151,0.89768,0.8861,0.91538,0.94506,0.51999,0.87066,0.89704,0.92285,0.40754,1.57023,1.71191,0.71358,0.8965,0.0006734,0.0006734,0.0006734
136,6892.72,1.51645,1.78944,0.70185,0.89557,0.89014,0.91348,0.94521,0.51782,0.85498,0.86935,0.89141,0.35644,1.56823,1.73313,0.72767,0.89702,0.0006635,0.0006635,0.0006635
137,6942.15,1.54581,1.83865,0.71095,0.89553,0.88957,0.91862,0.94978,0.51664,0.85987,0.876,0.90064,0.36249,1.54489,1.70585,0.72279,0.89075,0.0006536,0.0006536,0.0006536
138,6991.32,1.49781,1.7626,0.70254,0.8883,0.8914,0.90337,0.94275,0.50657,0.87656,0.86849,0.9068,0.37219,1.55614,1.72564,0.72434,0.89369,0.0006437,0.0006437,0.0006437
139,7039.98,1.51691,1.79539,0.69378,0.89682,0.88687,0.8915,0.92981,0.48524,0.84281,0.84011,0.86953,0.33073,1.6222,1.80398,0.74152,0.90614,0.0006338,0.0006338,0.0006338
140,7091.92,1.52201,1.79485,0.69459,0.89106,0.88889,0.90399,0.94072,0.50342,0.84342,0.85534,0.88343,0.35048,1.58579,1.74785,0.73047,0.90033,0.0006239,0.0006239,0.0006239
141,7140.76,1.52354,1.81261,0.70988,0.89334,0.87892,0.90812,0.93418,0.47507,0.84152,0.85175,0.87689,0.34054,1.61124,1.80972,0.75353,0.90729,0.000614,0.000614,0.000614
142,7190.78,1.525,1.79402,0.71056,0.89349,0.88718,0.90628,0.93895,0.5046,0.85603,0.87147,0.89756,0.36193,1.57367,1.77006,0.71549,0.90196,0.0006041,0.0006041,0.0006041
143,7240.5,1.51435,1.79093,0.70032,0.8848,0.88049,0.91504,0.93595,0.50773,0.84821,0.87316,0.8853,0.34341,1.59385,1.77384,0.72382,0.90392,0.0005942,0.0005942,0.0005942
144,7291.17,1.51949,1.78819,0.70028,0.8944,0.87448,0.89531,0.91421,0.47937,0.85212,0.86711,0.8886,0.3435,1.6068,1.81246,0.73,0.90535,0.0005843,0.0005843,0.0005843
145,7341.33,1.51384,1.81297,0.70188,0.89473,0.89448,0.91192,0.94833,0.5081,0.86257,0.8645,0.89709,0.35301,1.55301,1.75433,0.72124,0.89304,0.0005744,0.0005744,0.0005744
146,7391.95,1.48838,1.74187,0.67972,0.88377,0.89471,0.90535,0.93909,0.50638,0.86633,0.86866,0.89833,0.35984,1.56577,1.73067,0.71155,0.89583,0.0005645,0.0005645,0.0005645
147,7441.81,1.48159,1.75722,0.68011,0.89338,0.89343,0.90089,0.93992,0.49245,0.86043,0.86086,0.88806,0.33535,1.61565,1.74584,0.74396,0.90154,0.0005546,0.0005546,0.0005546
148,7494.12,1.49188,1.76073,0.68533,0.89272,0.89291,0.90464,0.94407,0.51716,0.87226,0.87907,0.91221,0.37527,1.57789,1.74444,0.70463,0.89858,0.0005447,0.0005447,0.0005447
149,7544.61,1.47571,1.7299,0.66751,0.88335,0.88091,0.91521,0.94403,0.51019,0.84376,0.8716,0.88695,0.33477,1.58709,1.73546,0.71174,0.89878,0.0005348,0.0005348,0.0005348
150,7594.61,1.47646,1.73881,0.67609,0.88565,0.89999,0.91296,0.94989,0.5119,0.85652,0.86468,0.89329,0.35772,1.55086,1.71542,0.71696,0.89372,0.0005249,0.0005249,0.0005249
151,7644.15,1.50644,1.77371,0.69617,0.88443,0.89666,0.90535,0.94643,0.50963,0.85833,0.86451,0.89599,0.35181,1.57652,1.72445,0.72111,0.89896,0.000515,0.000515,0.000515
152,7692.88,1.49208,1.77528,0.69165,0.88861,0.88373,0.89998,0.9349,0.51044,0.84455,0.84634,0.87401,0.33722,1.57533,1.72888,0.7169,0.89921,0.0005051,0.0005051,0.0005051
153,7744.04,1.51551,1.79378,0.69502,0.88916,0.89538,0.9286,0.95713,0.53164,0.86192,0.88245,0.90648,0.36169,1.54197,1.69718,0.70889,0.89076,0.0004952,0.0004952,0.0004952
154,7793.33,1.49465,1.75301,0.68711,0.88755,0.89895,0.91751,0.9543,0.53113,0.86787,0.88311,0.91163,0.37238,1.56619,1.76035,0.70111,0.89595,0.0004853,0.0004853,0.0004853
155,7845.34,1.48517,1.76354,0.68509,0.88935,0.87162,0.8858,0.92417,0.48183,0.83365,0.82782,0.85667,0.31981,1.61003,1.81243,0.75384,0.90354,0.0004754,0.0004754,0.0004754
156,7895.77,1.47032,1.74508,0.68115,0.88282,0.88823,0.905,0.93225,0.50531,0.86809,0.87437,0.90042,0.34385,1.57823,1.75614,0.70022,0.89695,0.0004655,0.0004655,0.0004655
157,7947.37,1.49003,1.7557,0.67605,0.89143,0.88671,0.91966,0.94545,0.50825,0.852,0.88199,0.90002,0.36343,1.5718,1.75787,0.7194,0.89723,0.0004556,0.0004556,0.0004556
158,7997.15,1.47861,1.73465,0.68236,0.88766,0.87184,0.8986,0.92403,0.49625,0.85673,0.86209,0.89318,0.3506,1.59196,1.80216,0.71455,0.90162,0.0004457,0.0004457,0.0004457
159,8045.87,1.48707,1.73482,0.67677,0.88917,0.8983,0.91037,0.94796,0.50974,0.85924,0.86619,0.89253,0.35465,1.55284,1.78673,0.71384,0.89577,0.0004358,0.0004358,0.0004358
160,8095.02,1.48209,1.74838,0.68158,0.88932,0.90199,0.90812,0.95015,0.52241,0.86726,0.87074,0.90245,0.36128,1.53989,1.72824,0.69026,0.89247,0.0004259,0.0004259,0.0004259
161,8145.58,1.45718,1.69191,0.67183,0.88343,0.8958,0.91435,0.94885,0.52101,0.87395,0.87455,0.90868,0.37137,1.54369,1.72265,0.6902,0.8931,0.000416,0.000416,0.000416
162,8193.7,1.45025,1.68889,0.66515,0.87746,0.87662,0.90119,0.93309,0.48884,0.82763,0.83998,0.85778,0.31682,1.59585,1.80632,0.72963,0.90385,0.0004061,0.0004061,0.0004061
163,8245.13,1.46427,1.73073,0.66667,0.87936,0.89536,0.91647,0.94835,0.52208,0.8762,0.88043,0.90809,0.3655,1.53875,1.72946,0.69956,0.89106,0.0003962,0.0003962,0.0003962
164,8294.04,1.46046,1.71596,0.66198,0.88028,0.9,0.91365,0.95256,0.52834,0.87205,0.88527,0.91569,0.38412,1.52569,1.69963,0.69202,0.88988,0.0003863,0.0003863,0.0003863
165,8343.73,1.44279,1.70233,0.65661,0.88335,0.89852,0.92092,0.95332,0.52621,0.86673,0.88164,0.9061,0.37723,1.52752,1.7212,0.69351,0.89183,0.0003764,0.0003764,0.0003764
166,8392.44,1.42294,1.66902,0.64959,0.87572,0.90253,0.9095,0.95171,0.52265,0.8693,0.86315,0.89833,0.3561,1.54471,1.71497,0.69695,0.89261,0.0003665,0.0003665,0.0003665
167,8445.17,1.47928,1.75986,0.68231,0.88857,0.89035,0.9161,0.94627,0.52568,0.87166,0.88026,0.91416,0.38267,1.53324,1.72305,0.69578,0.89045,0.0003566,0.0003566,0.0003566
168,8494.84,1.43682,1.6871,0.65935,0.88327,0.89657,0.91494,0.95151,0.53379,0.8711,0.88631,0.91682,0.37174,1.53321,1.71116,0.68363,0.89045,0.0003467,0.0003467,0.0003467
169,8546.15,1.4392,1.69987,0.65303,0.88469,0.90166,0.91699,0.95278,0.52846,0.87225,0.87904,0.91183,0.37853,1.52983,1.72513,0.69335,0.89061,0.0003368,0.0003368,0.0003368
170,8597.28,1.44666,1.69046,0.64991,0.88267,0.89652,0.9069,0.94375,0.49805,0.8512,0.85128,0.87394,0.3348,1.57632,1.78951,0.70812,0.899,0.0003269,0.0003269,0.0003269
171,8646.08,1.43847,1.69849,0.6516,0.88335,0.89613,0.91071,0.94621,0.5159,0.8606,0.86486,0.88876,0.36108,1.54588,1.80762,0.70281,0.8955,0.000317,0.000317,0.000317
172,8695.22,1.44058,1.70718,0.65859,0.88379,0.89932,0.9027,0.94346,0.50669,0.85984,0.85655,0.88878,0.36622,1.5684,1.78126,0.71279,0.89844,0.0003071,0.0003071,0.0003071
173,8744.97,1.43427,1.68317,0.65052,0.88028,0.88992,0.9204,0.94562,0.52332,0.86488,0.88053,0.90603,0.37474,1.53467,1.73493,0.69461,0.89235,0.0002972,0.0002972,0.0002972
174,8796.33,1.43782,1.69759,0.65675,0.87537,0.89416,0.91279,0.94293,0.51137,0.86044,0.87056,0.89368,0.35408,1.56308,1.79358,0.70512,0.89778,0.0002873,0.0002873,0.0002873
175,8846.32,1.4293,1.67261,0.65284,0.87339,0.89967,0.90881,0.94621,0.51578,0.86496,0.85897,0.88872,0.35769,1.57196,1.80872,0.70369,0.89818,0.0002774,0.0002774,0.0002774
176,8897.46,1.43636,1.69377,0.65066,0.87877,0.89038,0.91219,0.94521,0.50924,0.83965,0.8581,0.87629,0.33824,1.56933,1.7775,0.711,0.89669,0.0002675,0.0002675,0.0002675
177,8947.84,1.4015,1.66799,0.64123,0.87241,0.8985,0.90986,0.94964,0.51785,0.86986,0.86157,0.89598,0.36492,1.55247,1.78902,0.6984,0.89543,0.0002576,0.0002576,0.0002576
178,8998.59,1.41912,1.69238,0.64977,0.87923,0.90079,0.91781,0.9534,0.52157,0.86932,0.87486,0.89963,0.36848,1.54551,1.75723,0.6894,0.89451,0.0002477,0.0002477,0.0002477
179,9047.84,1.39676,1.63624,0.63335,0.87277,0.89678,0.9035,0.93792,0.52407,0.87086,0.87288,0.90659,0.37017,1.51967,1.73632,0.6892,0.89102,0.0002378,0.0002378,0.0002378
180,9100.52,1.43345,1.68241,0.6473,0.87621,0.89439,0.90863,0.94552,0.53189,0.87548,0.88943,0.92147,0.38018,1.50951,1.70885,0.68542,0.88863,0.0002279,0.0002279,0.0002279
181,9148.56,1.41276,1.66376,0.64459,0.88046,0.89612,0.9031,0.93724,0.52156,0.87891,0.88493,0.91715,0.38395,1.54351,1.76443,0.69074,0.89479,0.000218,0.000218,0.000218
182,9197.6,1.39401,1.6341,0.6376,0.86925,0.9028,0.91504,0.95127,0.52671,0.86614,0.87561,0.90213,0.36963,1.53668,1.74001,0.69094,0.892,0.0002081,0.0002081,0.0002081
183,9246.42,1.39949,1.62873,0.63693,0.87062,0.89422,0.92158,0.95285,0.52893,0.86809,0.87368,0.90344,0.37016,1.50793,1.71002,0.68993,0.88684,0.0001982,0.0001982,0.0001982
184,9297.57,1.41891,1.66834,0.64264,0.87373,0.89856,0.91435,0.95132,0.52991,0.87876,0.88199,0.91564,0.38089,1.52238,1.73503,0.68017,0.89027,0.0001883,0.0001883,0.0001883
185,9346.54,1.44087,1.70168,0.65337,0.87626,0.89763,0.92257,0.95601,0.53635,0.86697,0.88337,0.91057,0.37314,1.50784,1.71675,0.67887,0.88795,0.0001784,0.0001784,0.0001784
186,9395.15,1.42376,1.67079,0.64349,0.8777,0.90052,0.923,0.95581,0.53577,0.87104,0.88199,0.91166,0.37477,1.51742,1.70455,0.67927,0.88919,0.0001685,0.0001685,0.0001685
187,9445.05,1.39108,1.61552,0.63155,0.87279,0.89652,0.91152,0.94842,0.52526,0.87139,0.87344,0.90588,0.36217,1.54172,1.73174,0.68826,0.89318,0.0001586,0.0001586,0.0001586
188,9495.55,1.41271,1.65283,0.63691,0.87537,0.89771,0.92109,0.95204,0.53229,0.873,0.88141,0.9089,0.36775,1.53007,1.74864,0.68516,0.89114,0.0001487,0.0001487,0.0001487
189,9546.14,1.41002,1.62784,0.63406,0.87116,0.90131,0.91832,0.95098,0.52954,0.86627,0.8787,0.903,0.37081,1.52369,1.75822,0.68456,0.89113,0.0001388,0.0001388,0.0001388
190,9595.86,1.42919,1.67773,0.64686,0.87516,0.8818,0.91227,0.93907,0.50967,0.83592,0.86039,0.87309,0.34295,1.54497,1.79176,0.70038,0.8946,0.0001289,0.0001289,0.0001289
191,9640.73,1.43419,1.70336,0.67839,0.88635,0.89092,0.90431,0.94064,0.51373,0.84742,0.85628,0.87761,0.35188,1.53674,1.8049,0.70038,0.89369,0.000119,0.000119,0.000119
192,9673.28,1.42201,1.66912,0.66339,0.88956,0.90272,0.90881,0.95136,0.52686,0.86732,0.87264,0.9037,0.37829,1.52726,1.76089,0.69381,0.89148,0.0001091,0.0001091,0.0001091
193,9704.48,1.41215,1.66943,0.65251,0.88962,0.90441,0.914,0.95549,0.53906,0.87752,0.88273,0.91676,0.38484,1.51379,1.70688,0.68324,0.88845,9.92e-05,9.92e-05,9.92e-05
194,9734.73,1.38604,1.62955,0.63629,0.88115,0.90318,0.91844,0.95599,0.53827,0.87236,0.88372,0.91409,0.37719,1.52562,1.71293,0.68528,0.88957,8.93e-05,8.93e-05,8.93e-05
195,9764.93,1.40225,1.66568,0.65745,0.88376,0.90168,0.91568,0.95402,0.53575,0.86695,0.87749,0.90639,0.36862,1.52751,1.7285,0.693,0.88975,7.94e-05,7.94e-05,7.94e-05
196,9795.47,1.38311,1.63177,0.63569,0.88689,0.90634,0.91591,0.95679,0.5371,0.86891,0.87627,0.90902,0.37132,1.51409,1.7318,0.68598,0.88816,6.95e-05,6.95e-05,6.95e-05
197,9827.11,1.35592,1.60596,0.62409,0.88029,0.90162,0.92023,0.95626,0.53986,0.87086,0.88822,0.91708,0.38161,1.50408,1.71744,0.67563,0.88659,5.96e-05,5.96e-05,5.96e-05
198,9857.79,1.38781,1.64522,0.63437,0.88552,0.90043,0.92213,0.95567,0.53668,0.87033,0.89116,0.91637,0.38023,1.5072,1.71795,0.67566,0.88689,4.97e-05,4.97e-05,4.97e-05
199,9888.87,1.36538,1.60862,0.62511,0.87762,0.90308,0.91902,0.95583,0.53391,0.874,0.88406,0.91371,0.37634,1.5082,1.71748,0.67769,0.88702,3.98e-05,3.98e-05,3.98e-05
200,9919.31,1.36385,1.60906,0.6263,0.88226,0.90041,0.92148,0.95455,0.53318,0.87243,0.88476,0.91296,0.37329,1.51198,1.72331,0.68186,0.88751,2.99e-05,2.99e-05,2.99e-05
