epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,7522.66,2.56894,3.49661,1.97998,1.53189,0,0.41023,0.4737,0.35443,0.14104,0.39399,0.45607,0.32977,0.10386,2.3073,2.67007,1.86123,1.45636,0,0.00198496,0.000661654,0.00198496,0.000661654,0.00198496,0.000661654,0.00198496,0.000661654
