epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
73,3712.95,1.73399,2.23006,0.80848,0.95399,0.8443,0.82689,0.85031,0.45574,0.82657,0.80853,0.82649,0.35531,1.63532,1.90674,0.81877,0.93469,0.00142976,0.00142976,0.00142976
74,3762.85,1.71005,2.24265,0.81806,0.94323,0.82416,0.81377,0.83632,0.43817,0.80523,0.78721,0.80048,0.32003,1.69684,1.98554,0.8306,0.93901,0.00142184,0.00142184,0.00142184
75,3813.79,1.71585,2.22039,0.81137,0.95127,0.83178,0.81563,0.8462,0.45719,0.82191,0.79154,0.82192,0.35007,1.6417,1.93309,0.80483,0.9343,0.00141392,0.00141392,0.00141392
76,3865.15,1.75442,2.26067,0.82828,0.95035,0.81665,0.82117,0.83269,0.4453,0.80091,0.79817,0.80744,0.32922,1.6424,1.92906,0.8246,0.93461,0.001406,0.001406,0.001406
77,3913.08,1.75005,2.26202,0.83144,0.95592,0.85528,0.81788,0.85921,0.45256,0.83334,0.79033,0.82566,0.32259,1.65984,1.89353,0.82155,0.9356,0.00139808,0.00139808,0.00139808
78,3962.89,1.74119,2.23795,0.82883,0.94406,0.71951,0.75221,0.72525,0.37208,0.6976,0.72241,0.68947,0.26103,1.76031,2.05986,1.00576,0.9533,0.00139016,0.00139016,0.00139016
79,4013.12,1.74174,2.23315,0.82653,0.95018,0.85688,0.83798,0.86156,0.45776,0.8403,0.81268,0.83227,0.34395,1.65384,1.89427,0.79854,0.93478,0.00138224,0.00138224,0.00138224
80,4063.15,1.71479,2.1909,0.80978,0.94759,0.85525,0.79588,0.84067,0.41041,0.82079,0.7477,0.77632,0.26314,1.85606,2.01203,0.8562,0.96579,0.00137432,0.00137432,0.00137432
81,4113.35,1.72453,2.18536,0.81201,0.94623,0.822,0.834,0.84062,0.4522,0.8106,0.81872,0.8194,0.35343,1.61652,1.90367,0.83728,0.92713,0.0013664,0.0013664,0.0013664
82,4163.52,1.73342,2.19213,0.82089,0.94958,0.84903,0.82343,0.84952,0.44853,0.8329,0.79934,0.82219,0.32522,1.67951,1.91108,0.83195,0.93764,0.00135848,0.00135848,0.00135848
83,4212.06,1.7493,2.20859,0.82128,0.94646,0.85586,0.83001,0.86099,0.46199,0.83949,0.81114,0.83358,0.36328,1.62176,1.93306,0.80249,0.93029,0.00135056,0.00135056,0.00135056
84,4259.73,1.71276,2.22275,0.80327,0.95396,0.85055,0.83608,0.85937,0.44028,0.82601,0.79467,0.81173,0.31452,1.71473,1.95883,0.82647,0.94179,0.00134264,0.00134264,0.00134264
85,4319.65,1.74433,2.22217,0.80798,0.94937,0.85328,0.84751,0.86186,0.46183,0.84168,0.83192,0.84474,0.37328,1.61576,1.8953,0.78786,0.93057,0.00133472,0.00133472,0.00133472
86,4371.41,1.72891,2.20724,0.82089,0.94557,0.87324,0.81769,0.86226,0.45965,0.849,0.79499,0.83017,0.33023,1.66804,1.90949,0.81413,0.93536,0.0013268,0.0013268,0.0013268
87,4420.55,1.74748,2.2473,0.82873,0.9567,0.86239,0.8351,0.86614,0.468,0.84894,0.81023,0.8417,0.35665,1.62058,1.86123,0.80178,0.92998,0.00131888,0.00131888,0.00131888
88,4470.21,1.74073,2.21573,0.8264,0.95105,0.80176,0.8158,0.8219,0.43264,0.78979,0.79969,0.80013,0.3516,1.6553,1.93805,0.83999,0.93931,0.00131096,0.00131096,0.00131096
89,4521.95,1.73503,2.23094,0.81806,0.95942,0.78042,0.78029,0.78916,0.38655,0.75525,0.73471,0.73714,0.26134,1.83282,2.03535,0.90771,0.96502,0.00130304,0.00130304,0.00130304
90,4569.29,1.76581,2.22741,0.82556,0.96136,0.85071,0.82932,0.85338,0.46028,0.83858,0.80837,0.82758,0.34671,1.62265,1.88171,0.79486,0.93083,0.00129512,0.00129512,0.00129512
91,4621.12,1.73478,2.23748,0.80711,0.94631,0.836,0.8139,0.84058,0.44217,0.81932,0.78444,0.80791,0.32407,1.66997,1.93967,0.80406,0.93974,0.0012872,0.0012872,0.0012872
92,4672.18,1.70246,2.18159,0.80717,0.94312,0.85358,0.81923,0.84994,0.45484,0.84226,0.80776,0.83456,0.37629,1.62622,1.92231,0.79549,0.93174,0.00127928,0.00127928,0.00127928
93,4721.08,1.7144,2.18415,0.81158,0.946,0.82663,0.80281,0.83216,0.41475,0.79413,0.76198,0.77429,0.2839,1.73911,1.98092,0.84309,0.94885,0.00127136,0.00127136,0.00127136
94,4772.34,1.70666,2.17922,0.8053,0.95089,0.84947,0.82137,0.84972,0.4557,0.8282,0.80125,0.81819,0.33258,1.65947,1.89828,0.8077,0.93263,0.00126344,0.00126344,0.00126344
95,4819.92,1.68646,2.17458,0.8017,0.93969,0.86667,0.84365,0.8645,0.46745,0.85121,0.81892,0.83741,0.3515,1.63316,1.89715,0.77822,0.93091,0.00125552,0.00125552,0.00125552
96,4871.14,1.73589,2.22144,0.80734,0.94871,0.81122,0.82169,0.8273,0.43596,0.79007,0.79625,0.79303,0.31506,1.69138,1.9693,0.83586,0.93752,0.0012476,0.0012476,0.0012476
97,4919.39,1.69134,2.17855,0.81162,0.94727,0.83396,0.84786,0.84851,0.45218,0.81784,0.82074,0.81711,0.33211,1.67568,1.8982,0.81912,0.93452,0.00123968,0.00123968,0.00123968
